2019-11-24 23:57:50,"b""It's pure bull\xf0\x9f\x92\xa9 #merrychristmas\n#SachaBaronCohen #MAGA2020 #KAG2020 #BLEXIT #CivilWar2isComing #Trump2020 #2A #1A\xe2\x80\xa6 https://t.co/dWpRgwuxQh"""
2019-11-24 23:57:40,"b'RT @petersingh206: Do we live in a different country John, Prime minister Boris Johnson is not racist and neither is Tommy Robinson, me, I\xe2\x80\xa6'"
2019-11-24 23:57:23,"b'RT @cliodiaspora: \xf0\x9f\x9a\xa8EU/EEA/Swiss citizen or non-EU/EEA/Swiss family member? \nTake part in \xf0\x9f\x91\x89Settled Status Survey. Working with @the3million,\xe2\x80\xa6'"
2019-11-24 23:57:13,b'@CrowMultimedia @bbcwm @ITVCentral @georgegalloway @afneil West Bromwich has been blessed by the campaigning skills\xe2\x80\xa6 https://t.co/tUganM6kHS'
2019-11-24 23:57:04,b'RT @glenoglaza1: Not a #Corbyn fan by any means but he has repeatedly made very clear how he thinks we move the #Brexit issue forward This\xe2\x80\xa6'
2019-11-24 23:57:02,b'Labour promise \xc2\xa35bn to compensate Scots women who lost up to six years of their state pension\xe2\x80\xa6\xe2\x80\xa6 https://t.co/C3fub7PWk0'
2019-11-24 23:57:02,b'Upsurge in #DataCenter construction in Ireland amid #Brexit uncertainty via @dataeconomy https://t.co/NebsG6VkzW https://t.co/2RswwuEFYL'
2019-11-24 23:56:54,b'RT @petertimmins3: What we now know about #Brexit:\n\n-Turkey joining the EU - LIE\n-Easiest deal in history - LIE\n-\xc2\xa3350 million for NHS - LIE\xe2\x80\xa6'
2019-11-24 23:56:50,b'RT @August05398614: How many time\xe2\x80\x99s did @MattHancock lie about 40 hospitals and the NHS.? This many times \xf0\x9f\x91\x87\xf0\x9f\x8f\xbc @Conservatives @CCHQPress @Bor\xe2\x80\xa6'
2019-11-24 23:56:41,b'RT @Warrington4B: No more delay! vote @Conservatives to get #Brexit delivered. #EnoughIsEnough #GeneralElection2019 https://t.co/KBGr6cqlEO'
2019-11-24 23:56:35,b'RT @LPNorthover: I look forward to hearing \xe2\x81\xa6@ChukaUmunna\xe2\x81\xa9\xe2\x80\x98s speech. Britain\xe2\x80\x99s place in the world is already threatened by #Brexit.\nUK risks\xe2\x80\xa6'
2019-11-24 23:56:22,"b'RT @roastbeef69: @DrTeckKhong Great stuff, Dr Tek.\n\nI wish I could be there to lend a hand. \n\nAll the very best for your campaign. \n\n#Brexi\xe2\x80\xa6'"
2019-11-24 23:56:13,"b'RT @dontbrexitfixit: Whilst Mr Corbyn @jeremycorbyn can afford himself the luxury of declaring himself neutral on the subject, I can not. I\xe2\x80\xa6'"
2019-11-24 23:55:47,"b""RT @ashtonpittman: NEW: Mississippi Gov. Phil Bryant is working with the pro-Brexit British far-right. He's now aiding World4Brexit, a US d\xe2\x80\xa6"""
2019-11-24 23:55:46,b'RT @WalkingForEU: Johnson &amp; Cummings happy to destroy economy thru #Brexit with fantasy Trade Deals with years to do. Corbyn will spend les\xe2\x80\xa6'
2019-11-24 23:55:46,b'RT @HatsOfDefiance: A timely reminder of the qualities of the man who leads the party that\xe2\x80\x99s 19 points ahead in the latest #GeneralElection\xe2\x80\xa6'
2019-11-24 23:55:42,"b'RT @_AnimalAdvocate: At the critical moment when the #ClimateCrisis &amp; mass #extinction demand immediate global action, #Brexit will rip the\xe2\x80\xa6'"
2019-11-24 23:55:41,"b""RT @BrexitStewart: Cherry doesn't like the tables being turned. She was quite happy to use lawfare to thwart the biggest democratic exercis\xe2\x80\xa6"""
2019-11-24 23:55:41,b'RT @ukreloaded: #ConservativeManifesto - #Brexit\n\nThere will be no political alignment with the EU. We will keep the\nUK out of the single m\xe2\x80\xa6'
2019-11-24 23:55:38,b'RT @VictorEriceira: To #Brexit Or Not To Brexit?\n\nLatest polls indicate #BorisJohnson is set to CRUSH #JeremyCorbyn and secure a huge major\xe2\x80\xa6'
2019-11-24 23:55:35,b'RT @Ez4u2say_Janis: \xf0\x9f\x87\xac\xf0\x9f\x87\xa7\n#Brexit comes from Russia...\nlike #Calexit and #Wexit.\n#Fascists stoke anger and fear in people damaged by the Torie\xe2\x80\xa6'
2019-11-24 23:55:29,"b'RT @petersingh206: Do we live in a different country John, Prime minister Boris Johnson is not racist and neither is Tommy Robinson, me, I\xe2\x80\xa6'"
2019-11-24 23:55:05,"b'Over 11,600 #NHS staff from the EU have left the health service in the three years since the #Brexit vote, includin\xe2\x80\xa6 https://t.co/UcDSuyjaGK'"
2019-11-24 23:55:05,"b'RT @dontbrexitfixit: After 3 and a half years of supporting each other and marching together as one voice, it will be an absolute galactic\xe2\x80\xa6'"
2019-11-24 23:55:00,b'RT @realbasedamy: #Broxtowe #Vote4AmyDallaMura #VoteAmy4Broxtowe #Brexit #VoteAmy #Beeston #Kimberley #Stapleford #GE2019 #GeneralElection2\xe2\x80\xa6'
2019-11-24 23:54:45,"b""RT @Haggis_UK: Tony Blair - It's a problem for me when you've got a Tory PM... that's prepared to look you in the eye &amp; lie... by saying #b\xe2\x80\xa6"""
2019-11-24 23:54:45,b'RT @VictorEriceira: To #Brexit Or Not To Brexit?\n\nLatest polls indicate #BorisJohnson is set to CRUSH #JeremyCorbyn and secure a huge major\xe2\x80\xa6'
2019-11-24 23:54:42,b'@DrTeckKhong @The_RealTruth18 Vote For #BREXIT &amp; Vote for #ENGLAND Vote Amy for a say in Your Future &amp; OUR Countrie\xe2\x80\xa6 https://t.co/fN9sNO0FWo'
2019-11-24 23:54:38,b'RT @rorybroomfield: You should vote for the @Conservatives if you:\n\n1. Voted for #Brexit\n2. Believe market innovation - rather than governm\xe2\x80\xa6'
2019-11-24 23:54:35,b'RT @VictorEriceira: To #Brexit Or Not To Brexit?\n\nLatest polls indicate #BorisJohnson is set to CRUSH #JeremyCorbyn and secure a huge major\xe2\x80\xa6'
2019-11-24 23:54:31,b'RT @VictorEriceira: To #Brexit Or Not To Brexit?\n\nLatest polls indicate #BorisJohnson is set to CRUSH #JeremyCorbyn and secure a huge major\xe2\x80\xa6'
2019-11-24 23:54:31,"b'RT @petersingh206: Do we live in a different country John, Prime minister Boris Johnson is not racist and neither is Tommy Robinson, me, I\xe2\x80\xa6'"
2019-11-24 23:54:28,"b""@ameegeeee @mitsyarty @tashsplash9 @voteNicDakin Bollocks !  Absolute total bollocks ! Riots everywhere !!! I've al\xe2\x80\xa6 https://t.co/x5RBk7QjSX"""
2019-11-24 23:54:27,b'RT @murfdog4: @stevebrookstein @A50Challenge @AaronBastani Don\xe2\x80\x99t pay licence fee until the Board of Governors (every one of them) resigns a\xe2\x80\xa6'
2019-11-24 23:54:27,"b'No matter what your personal view, bet you wish this balanced seemingly well researched view was available for the\xe2\x80\xa6 https://t.co/Q4lI6TpNgo'"
2019-11-24 23:54:17,b'RT @pmdfoster: Listening to @michaelgove saying \xe2\x80\x9cgetting #brexit done\xe2\x80\x9d will help UK balance the books and pay for new spending splurge is j\xe2\x80\xa6'
2019-11-24 23:54:12,"b'RT @GringoPeruano: ""I asked him and his colleagues if they smell cannabis on me. They said yes. After the search. They conveniently said th\xe2\x80\xa6'"
2019-11-24 23:54:11,"b""RT @TheStephenRalph: If only we had a British broadcaster who could do a similar News Special on All the Prime Minister's Lies? @Channel4Ne\xe2\x80\xa6"""
2019-11-24 23:54:09,b'@Chris_RuaneMP @UKLabour Dr James Davies @JamesDavies Conservative PPC for the Vale of Clwyd has signed a pledge to\xe2\x80\xa6 https://t.co/90LBlZo60M'
2019-11-24 23:54:04,b'@BorisJohnson So partially replacing those that have left since the #Brexit referendum? https://t.co/kNoGva78Ce'
2019-11-24 23:53:54,b'@AlexMacca01 A vote for the Vassalage Treaty does the same. Vote Labour = #Revoke. Vote Tory = #BRINO. Neither is\xe2\x80\xa6 https://t.co/kQdejUAjuF'
2019-11-24 23:53:47,"b""RT @BrexitStewart: Cherry doesn't like the tables being turned. She was quite happy to use lawfare to thwart the biggest democratic exercis\xe2\x80\xa6"""
2019-11-24 23:53:44,b'@skisidjames I believe that @SNP will be set back in GE2019; they are competing with @scottishlabour &amp; @scotlibdems\xe2\x80\xa6 https://t.co/ISwlxEbF3v'
2019-11-24 23:53:28,"b'RT @GringoPeruano: \xf0\x9f\x92\xa5\n.\n#Epstein \n.\n#Brexit #PeoplesVote @BorisJohnson #nhs @Nigel_Farage\n@BBC @bbcnickrobinson ""Brillo"" @AFNeil #Marr #Poli\xe2\x80\xa6'"
2019-11-24 23:53:27,b'RT @abcpoppins: Those who believe in #Brexit will vote for Johnson.\n\nDo they know Brexit really is?\n\nTrading places from 5th largest econom\xe2\x80\xa6'
2019-11-24 23:53:19,"b'RT @GringoPeruano: remember? @BorisJohnson LIES\n.\n#Brexit #PeoplesVote @BorisJohnson #nhs @Nigel_Farage\n@BBC @bbcnickrobinson ""Brillo"" @AFN\xe2\x80\xa6'"
2019-11-24 23:53:18,b'RT @TheRenewALL: The kind of society that the lefties and globalists have in mind.\n\nThat\xe2\x80\x99s what they are creating: a world of identitu grou\xe2\x80\xa6'
2019-11-24 23:53:06,b'RT @VictorEriceira: To #Brexit Or Not To Brexit?\n\nLatest polls indicate #BorisJohnson is set to CRUSH #JeremyCorbyn and secure a huge major\xe2\x80\xa6'
2019-11-24 23:52:50,"b'RT @PaulHag33441211: 200 followers \xf0\x9f\xa5\xb3 \nThank you, please #RT to spread the word for #Brexit for #Rotherham and for all the #brexiters up and\xe2\x80\xa6'"
2019-11-24 23:52:48,"b'RT @ajmpolite: Once more for the hard of grasping:\nJohnson\xe2\x80\x99s \xe2\x80\x98deal\xe2\x80\x99 is the *Withdrawal* Agreement.\nIf passed, it fires the *starting* gun o\xe2\x80\xa6'"
2019-11-24 23:52:47,b'RT @RobbieEggleston: @VerityKalcev @its_johnmartin @Channel4News @LibDems @mimsdavies @UKLabour Indeed in Mid Sussex the Lib Dems are fight\xe2\x80\xa6'
2019-11-24 23:52:45,"b""Since 2016 #UK is engaged in #Brexit. \nThe country had 0.2% negative growth in the 2nd Qtr of 2019. There isn't muc\xe2\x80\xa6 https://t.co/S84GoSqYmY"""
2019-11-24 23:52:30,b'RT @realbasedamy: #Broxtowe #Vote4AmyDallaMura #VoteAmy4Broxtowe #Brexit #VoteAmy #Beeston #Kimberley #Stapleford #GE2019 #GeneralElection2\xe2\x80\xa6'
2019-11-24 23:52:30,"b'RT @TSSAunion: TSSA General Secretary @Manuel_TSSA has derided the #ToryManifesto  as ""wafer thin"" while Boris Johnson ""sounds like scratch\xe2\x80\xa6'"
2019-11-24 23:52:12,b'RT @rorybroomfield: You should vote for the @Conservatives if you:\n\n1. Voted for #Brexit\n2. Believe market innovation - rather than governm\xe2\x80\xa6'
2019-11-24 23:52:08,"b'RT @RCorbettMEP: The snag is, that if you #GetBrexitDone, you have LESS money to invest in schools, health, housing,science and infrastruct\xe2\x80\xa6'"
2019-11-24 23:51:54,b'RT @VictorEriceira: To #Brexit Or Not To Brexit?\n\nLatest polls indicate #BorisJohnson is set to CRUSH #JeremyCorbyn and secure a huge major\xe2\x80\xa6'
2019-11-24 23:51:45,"b'RT @DarrenPlymouth: ""Go to a white fucking Country""\n\n#GE2019 #Brexit\xf0\x9f\x87\xac\xf0\x9f\x87\xa7 - who we are matters, the #UK is our country!\n\n https://t.co/wg11zMs\xe2\x80\xa6'"
2019-11-24 23:51:44,"b""RT @itsMickle: If we want change, we'll have to push for it. More Tory #austerity is on offer with a side of #brexit, lifelong Tory voters\xe2\x80\xa6"""
2019-11-24 23:51:33,b'RT @abcpoppins: Those who believe in #Brexit will vote for Johnson.\n\nDo they know Brexit really is?\n\nTrading places from 5th largest econom\xe2\x80\xa6'
2019-11-24 23:51:25,"b'RT @Doozy_45: ""Boris Johnson never cared about #Brexit. He has zero interest in it. He supported \'Leave\' as a cynical move to promote his c\xe2\x80\xa6'"
2019-11-24 23:51:18,"b'RT @Doozy_45: Adam Price:\n""We think Remaining in the European Union is absolutely and critically important to our economy""\n#GE2019 #Brexit\xe2\x80\xa6'"
2019-11-24 23:51:14,b'@freespeech318 I do think these liberal facist left #labour #LibDems #snp idiots really think the British public ar\xe2\x80\xa6 https://t.co/FpMcMIILe0'
2019-11-24 23:51:06,"b'""Getting #Brexit done\xe2\x80\x9d is a process, not an event. @BorisJohnson is not wrong to say his #deal will get Brexit done\xe2\x80\xa6 https://t.co/wjkn4S3WVR'"
2019-11-24 23:51:03,b'RT @VictorEriceira: To #Brexit Or Not To Brexit?\n\nLatest polls indicate #BorisJohnson is set to CRUSH #JeremyCorbyn and secure a huge major\xe2\x80\xa6'
2019-11-24 23:51:01,b'RT @tombewick2: This is why we need to elect @brexitparty_uk MPs to Parliament \xe2\x80\x94 to keep Boris\xe2\x80\x99 feet firmly to the fire on delivering a pro\xe2\x80\xa6'
2019-11-24 23:50:52,"b'RT @DarrenPlymouth: Additional spending plans 2023/24, by party: - \n\nCons \xc2\xa32.9bn\nLib \xc2\xa348.2bn\nLab \xc2\xa382.9bn\n\nFor every \xc2\xa31 the Tories plan to s\xe2\x80\xa6'"
2019-11-24 23:50:37,b'RT @rachel_warby: our #brexit family.. Democractic to the core.. one former #PPC helping another win his seat.\nthe party that reaches other\xe2\x80\xa6'
2019-11-24 23:50:36,b'RT @DarrenPlymouth: Vote #Labour.\n\nBollocks!\n\n#GE2019 #Brexit\xf0\x9f\x87\xac\xf0\x9f\x87\xa7 https://t.co/0MAwt4CfYM'
2019-11-24 23:50:34,"b'RT @cliodiaspora: \xf0\x9f\x9a\xa8EU/EEA/Swiss citizen or non-EU/EEA/Swiss family member? \nTake part in \xf0\x9f\x91\x89Settled Status Survey. Working with @the3million,\xe2\x80\xa6'"
2019-11-24 23:50:25,b'RT @georgegalloway: There\xe2\x80\x99s NOTHING \xe2\x80\x9cleft-wing\xe2\x80\x9d about mass immigration. Not for the countries losing their best and brightest nor for the w\xe2\x80\xa6'
2019-11-24 23:50:15,b'#Brexit in a nutshell @TomStadeComic style \xf0\x9f\xa4\x9c\xf0\x9f\xa4\x9b\xf0\x9f\x91\x8a https://t.co/hlZ7aYLjWP'
2019-11-24 23:50:08,b'RT @BrexitKite: Our #BrexitKitemark battlegrounds for Wales are \n\nBlaenau Gwent @Richardwtaylors BXP\n\nClwyd West @voteDavidJones Tory\n\nIslw\xe2\x80\xa6'
2019-11-24 23:49:58,"b'RT @cliodiaspora: \xf0\x9f\x9a\xa8EU/EEA/Swiss citizen or non-EU/EEA/Swiss family member? \nTake part in \xf0\x9f\x91\x89Settled Status Survey. Working with @the3million,\xe2\x80\xa6'"
2019-11-24 23:49:49,b'He needs to take a dirt nap. #merrychristmas\n#SachaBaronCohen #MAGA2020 #KAG2020 #BLEXIT #CivilWar2isComing\xe2\x80\xa6 https://t.co/itsCUSVLdP'
2019-11-24 23:49:36,"b""RT @tbhalton: I'm thinking.... go with it (there's actually no choice) travel a bit in motorhome, emigrate and live on a pittance.\nThere's\xe2\x80\xa6"""
2019-11-24 23:49:33,b'RT @August05398614: How many time\xe2\x80\x99s did @MattHancock lie about 40 hospitals and the NHS.? This many times \xf0\x9f\x91\x87\xf0\x9f\x8f\xbc @Conservatives @CCHQPress @Bor\xe2\x80\xa6'
2019-11-24 23:49:26,b'RT @y04delaugerel: @DrTeckKhong is the ONLY genuine #Brexit candidate in #Broxtowe. \n\nPeople here are furious when they find out the Tory c\xe2\x80\xa6'
2019-11-24 23:49:16,"b'RT @RogerCreevy: The #UK choose #Brexit not Putin,  Trump nor Uncle Tom cobbley. Share that and stick it where the sun doesn\xe2\x80\x99t shine. https\xe2\x80\xa6'"
2019-11-24 23:49:08,"b""@Jms7777Justin @leekern13 @RichardEvans36 @leekern @UKLabour @LibDems Early pointing out that anti semitism  doesn'\xe2\x80\xa6 https://t.co/eFSxwEb1Te"""
2019-11-24 23:49:04,b'This is so #Brexit . . . \xf0\x9f\x98\x86\n\n[pic from https://t.co/JOeT0HWCRw ] https://t.co/qSXAwZ0NEs'
2019-11-24 23:48:59,b'RT @realbasedamy: #Broxtowe #Vote4AmyDallaMura #VoteAmy4Broxtowe #Brexit #VoteAmy #Beeston #Kimberley #Stapleford #GE2019 #GeneralElection2\xe2\x80\xa6'
2019-11-24 23:48:56,b'The #Tory strap line is #GetBrexitDone . So where would you expect the #BBC to go to discover public reaction? Of c\xe2\x80\xa6 https://t.co/U3tfTY6A1t'
2019-11-24 23:48:54,"b'RT @Facts4euOrg: ""Labour\xe2\x80\x99s new #Brexit policy: \xe2\x80\x98Remain\xe2\x80\x99, or \xe2\x80\x98Remain but with no vote\xe2\x80\x99""\n\nBrexit Facts4EU reveals what Labour\xe2\x80\x99s manifesto ACT\xe2\x80\xa6'"
2019-11-24 23:48:48,"b'RT @Doozy_45: ""Boris Johnson never cared about #Brexit. He has zero interest in it. He supported \'Leave\' as a cynical move to promote his c\xe2\x80\xa6'"
2019-11-24 23:48:45,"b'RT @HandofGOD7: \xe2\x80\x9cJohn, I\xe2\x80\x99ve got the perfect position on #Brexit... I\xe2\x80\x99ll stay neutral despite being a lifelong EU sceptic who now wants to R\xe2\x80\xa6'"
2019-11-24 23:48:43,"b'RT @dontbrexitfixit: After 3 and a half years of supporting each other and marching together as one voice, it will be an absolute galactic\xe2\x80\xa6'"
2019-11-24 23:48:33,b'RT @MimiTexasAngel: #WhiteNationalist #Global #Coup #MAGA #Brexit #France #India #Italy #Austria #Fascism #WhiteSupremacy #Antisemitism is\xe2\x80\xa6'
2019-11-24 23:48:25,b'#WhiteNationalist #Global #Coup #MAGA #Brexit #France #India #Italy #Austria #Fascism #WhiteSupremacy #Antisemitism\xe2\x80\xa6 https://t.co/KBaKTukxhv'
2019-11-24 23:48:13,b'RT @abcpoppins: Those who believe in #Brexit will vote for Johnson.\n\nDo they know Brexit really is?\n\nTrading places from 5th largest econom\xe2\x80\xa6'
2019-11-24 23:48:06,"b'RT @cliodiaspora: \xf0\x9f\x9a\xa8EU/EEA/Swiss citizen or non-EU/EEA/Swiss family member? \nTake part in \xf0\x9f\x91\x89Settled Status Survey. Working with @the3million,\xe2\x80\xa6'"
2019-11-24 23:47:58,b'RT @tombewick2: This is why we need to elect @brexitparty_uk MPs to Parliament \xe2\x80\x94 to keep Boris\xe2\x80\x99 feet firmly to the fire on delivering a pro\xe2\x80\xa6'
2019-11-24 23:47:53,b'@paulmasonnews you was saying. Full of shit mate #out #brexit #EnoughIsEnough #BackBoris https://t.co/vmOiapNH61'
2019-11-24 23:47:50,"b'RT @Doozy_45: ""Boris Johnson never cared about #Brexit. He has zero interest in it. He supported \'Leave\' as a cynical move to promote his c\xe2\x80\xa6'"
2019-11-24 23:47:46,"b'RT @ajmpolite: Once more for the hard of grasping:\nJohnson\xe2\x80\x99s \xe2\x80\x98deal\xe2\x80\x99 is the *Withdrawal* Agreement.\nIf passed, it fires the *starting* gun o\xe2\x80\xa6'"
2019-11-24 23:47:37,"b'RT @DarrenPlymouth: ""Go to a white fucking Country""\n\n#GE2019 #Brexit\xf0\x9f\x87\xac\xf0\x9f\x87\xa7 - who we are matters, the #UK is our country!\n\n https://t.co/wg11zMs\xe2\x80\xa6'"
2019-11-24 23:47:34,b'RT @VictorEriceira: To #Brexit Or Not To Brexit?\n\nLatest polls indicate #BorisJohnson is set to CRUSH #JeremyCorbyn and secure a huge major\xe2\x80\xa6'
2019-11-24 23:47:16,b'Celeste putting gammon straight again. \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbe\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbf\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbe\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbf\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb#NeverTrustATory #GE2019 #bbcnews #c4news #Newsnight @lbc\xe2\x80\xa6 https://t.co/whyMvE2JX3'
2019-11-24 23:47:15,"b""RT @BrexitStewart: Cherry doesn't like the tables being turned. She was quite happy to use lawfare to thwart the biggest democratic exercis\xe2\x80\xa6"""
2019-11-24 23:47:08,"b'RT @Doozy_45: ""Boris Johnson never cared about #Brexit. He has zero interest in it. He supported \'Leave\' as a cynical move to promote his c\xe2\x80\xa6'"
2019-11-24 23:47:01,"b'RT @Doozy_45: ""Boris Johnson never cared about #Brexit. He has zero interest in it. He supported \'Leave\' as a cynical move to promote his c\xe2\x80\xa6'"
2019-11-24 23:46:56,"b'RT @Doozy_45: ""Boris Johnson never cared about #Brexit. He has zero interest in it. He supported \'Leave\' as a cynical move to promote his c\xe2\x80\xa6'"
2019-11-24 23:46:52,b'RT @jamesdeeganMC: I mean you have to take your hat off to @johnmcdonnellMP gets caught out telling a lie. Then immediately lies about the\xe2\x80\xa6'
2019-11-24 23:46:46,b'RT @jamesdeeganMC: I mean you have to take your hat off to @johnmcdonnellMP gets caught out telling a lie. Then immediately lies about the\xe2\x80\xa6'
2019-11-24 23:46:44,"b'RT @cliodiaspora: \xf0\x9f\x9a\xa8EU/EEA/Swiss citizen or non-EU/EEA/Swiss family member? \nTake part in \xf0\x9f\x91\x89Settled Status Survey. Working with @the3million,\xe2\x80\xa6'"
2019-11-24 23:46:41,"b""RT @BrexitStewart: Cherry doesn't like the tables being turned. She was quite happy to use lawfare to thwart the biggest democratic exercis\xe2\x80\xa6"""
2019-11-24 23:46:12,"b'Maybe they just want us the f*ck out of the EU as they voted for already, without c*nts with vested interests like\xe2\x80\xa6 https://t.co/1x3gshEIKc'"
2019-11-24 23:46:12,b'The manifestos of the @Conservatives and @brexitparty_uk  are fucking insults contrary to popular belief there is m\xe2\x80\xa6 https://t.co/qYqFEBg0JO'
2019-11-24 23:46:10,b'RT @AlexanderOgilv1: Why are @Conservatives offering so little expenditure in their manifesto?\n\nI think it\xe2\x80\x99s because they want a *very hard\xe2\x80\xa6'
2019-11-24 23:46:10,b'RT @tombewick2: This is why we need to elect @brexitparty_uk MPs to Parliament \xe2\x80\x94 to keep Boris\xe2\x80\x99 feet firmly to the fire on delivering a pro\xe2\x80\xa6'
2019-11-24 23:46:06,b'RT @KarenDouglas_NI: A great day on the canvassing trail across #Bangor. Lots of discussions about #Brexit on the doorsteps. Residents ener\xe2\x80\xa6'
2019-11-24 23:46:03,b'@weact2 @ebrownrochester I was being ironic.\n\n#Brexit'
2019-11-24 23:46:00,b'RT @VictorEriceira: To #Brexit Or Not To Brexit?\n\nLatest polls indicate #BorisJohnson is set to CRUSH #JeremyCorbyn and secure a huge major\xe2\x80\xa6'
2019-11-24 23:45:52,b'RT @its_johnmartin: Something has happened. Even @Channel4News are talking in terms of there only being two political parties. The #LibDems\xe2\x80\xa6'
2019-11-24 23:45:50,"b'RT @just_polling: #JeremyCorbyn has called his #neutral stance on #Brexit ""a sign of strength"" and ""maturity"". Agree or not? #GeneralElecti\xe2\x80\xa6'"
2019-11-24 23:45:36,"b'RT @peoplesvote_uk: ""A #PeoplesVote would truly allow us all, one way or another, to be done with Brexit. Everyone should have the final sa\xe2\x80\xa6'"
2019-11-24 23:45:32,"b'RT @JKLDNMAD: @MattHancock The Tories if they ""get #Brexit done"" will be so desperate for a trade deal with Donald Trump\'s ""America First""\xe2\x80\xa6'"
